"id","usuario_id","descricao_perfil"
"200858","500858","Pintor profissional com 12 anos de experiência em residências e comércios. Acabamento impecável e prazo cumprido."
"200859","500859","Encanador certificado com experiência em projetos residenciais e comerciais. Trabalho limpo e garantido."
"200860","500860","Porteiro e zelador experiente. Controle de acesso, monitoramento e atendimento ao público com educação."
"200861","500861","Diarista experiente com ótimas referências. Realizo faxina completa, lavagem de roupas e organização de ambientes."
"200862","500862","Adestrador de cães com certificação internacional. Correção de comportamento e obediência básica."
"200863","500863","Segurança particular com experiência em eventos, casas noturnas e escolta pessoal. Discreto e eficiente."
"200864","500864","Doceira profissional especializada em bolos, tortas e doces finos para casamentos e eventos."
"200865","500865","Técnico certificado em redes e segurança da informação. Configuração de firewalls, VPN e backup em nuvem."
"200866","500866","Trabalho com manutenção elétrica predial e residencial há 5 anos. Preço acessível e serviço de qualidade."
"200867","500867","Serviços hidráulicos em geral: desentupimento, troca de registros, instalação de aquecedores e reparos de tubulação."
"200868","500868","Realizo reformas completas: banheiros, cozinhas, fachadas e ampliações. Orçamento detalhado e prazo definido."
"200869","500869","Especialista em jardinagem orgânica e hortas urbanas. Crio espaços verdes bonitos e sustentáveis."
"200870","500870","Ofereço cuidados diurnos e noturnos para idosos. Experiência em pacientes com Alzheimer e doenças crônicas."
"200871","500871","Manutenção de gramados, jardins e piscinas. Serviço semanal ou mensal com preço acessível."
"200872","500872","Especialista em limpeza pós-obra e limpeza pesada. Equipamentos próprios e produtos eficazes para deixar o espaço impecável."
"200873","500873","Aulas particulares de português e redação para concursos, ENEM e reforço escolar. Metodologia aprovada."
"200874","500874","Vigilante patrimonial com 16 anos de experiência e curso de formação atualizado. Atuação em condomínios e empresas."
"200875","500875","Cuido de jardins residenciais e condomínios. Aplicação de fertilizantes, controle de pragas e irrigação."
"200876","500876","Vigilante armado certificado pela PF. Experiência em bancos, shoppings e transporte de valores."
"200877","500877","Professor particular com 11 anos de experiência em matemática, física e química para ensino médio e vestibular."
"200878","500878","Especialista em reformas de banheiros e cozinhas. Acabamento fino e entrega no prazo combinado."
"200879","500879","Realizo pintura interna e externa, textura, grafiato e pintura epóxi para pisos. Orçamento sem compromisso."
"200880","500880","Especialista em detecção de vazamentos e reparos de tubulação sem quebra. Tecnologia e experiência de 13 anos."
"200881","500881","Assistência técnica para computadores, impressoras e periféricos. Orçamento gratuito e serviço rápido."
"200882","500882","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200883","500883","Banho e tosa profissional a domicílio. Equipamentos próprios e produtos de qualidade para seu pet."
"200884","500884","Motorista experiente para executivos e eventos. Veículo próprio de alto padrão e total sigilo."
"200885","500885","Professor de inglês fluente com experiência no exterior. Aulas para iniciantes, intermediários e avançados."
"200886","500886","Chef de cozinha com 3 anos de experiência. Preparo de refeições para eventos, diárias e marmitas."
"200887","500887","Transporte de pessoas e cargas leves. Pontualidade e segurança garantidas com 8 anos de experiência."
"200888","500888","Ofereço serviço de marmita fitness e dieta. Refeições balanceadas e saborosas entregues na sua porta."
"200889","500889","Trabalho com hidráulica residencial e comercial. Atendo emergências 24h e cobro preço justo pelo serviço."
"200890","500890","Cuidador de idosos com 8 anos de experiência. Acompanhamento, higiene, medicação e lazer com carinho."
"200891","500891","Aulas de música: violão, teclado e teoria musical. Atendo crianças, jovens e adultos em domicílio."
"200892","500892","Instalação de tomadas, lâmpadas, ventiladores, ar-condicionado e quadros elétricos. Serviço rápido e com garantia."
"200893","500893","Pet sitter e dog walker com 16 anos de experiência. Cuidado com amor e responsabilidade para cães e gatos."
"200894","500894","Realizo instalação e manutenção de sistemas hidráulicos, caixas d'água, bombas e filtros."
"200895","500895","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200896","500896","Motorista experiente para executivos e eventos. Veículo próprio de alto padrão e total sigilo."
"200897","500897","Professor particular com 14 anos de experiência em matemática, física e química para ensino médio e vestibular."
"200898","500898","Jardineiro com 8 anos de experiência. Realizo manutenção de jardins, corte de grama, podas e paisagismo."
"200899","500899","Chef de cozinha com 3 anos de experiência. Preparo de refeições para eventos, diárias e marmitas."
"200900","500900","Suporte técnico em TI para empresas e residências. Configuração de redes, servidores e equipamentos."
"200901","500901","Motorista particular com 4 anos de habilitação categoria B e D. Pontual, discreto e conhecedor da cidade."
"200902","500902","Cuidador de idosos com 11 anos de experiência. Acompanhamento, higiene, medicação e lazer com carinho."
"200903","500903","Realizo formatação de computadores, instalação de sistemas e limpeza de vírus. Atendimento domiciliar rápido."
"200904","500904","Veterinário com visita domiciliar para consultas, vacinas e exames básicos. Atendimento carinhoso."
"200905","500905","Especialista em manutenção de notebooks e desktops. Troca de tela, teclado, HD e memória com garantia."
"200906","500906","Técnico em informática com 19 anos de experiência. Manutenção, formatação, redes e suporte remoto."
"200907","500907","Encanador certificado com experiência em projetos residenciais e comerciais. Trabalho limpo e garantido."
"200908","500908","Realizo instalações elétricas, troca de fiação, quadros de distribuição e reparos em geral. Atendimento rápido e seguro."
"200909","500909","Técnico certificado em redes e segurança da informação. Configuração de firewalls, VPN e backup em nuvem."
"200910","500910","Aulas particulares de português e redação para concursos, ENEM e reforço escolar. Metodologia aprovada."
"200911","500911","Pet sitter e dog walker com 11 anos de experiência. Cuidado com amor e responsabilidade para cães e gatos."
"200912","500912","Especialista em cuidados paliativos e reabilitação domiciliar. 19 anos de experiência na área."
"200913","500913","Técnico certificado em redes e segurança da informação. Configuração de firewalls, VPN e backup em nuvem."
"200914","500914","Realizo pintura interna e externa, textura, grafiato e pintura epóxi para pisos. Orçamento sem compromisso."
"200915","500915","Realizo reformas completas: banheiros, cozinhas, fachadas e ampliações. Orçamento detalhado e prazo definido."
"200916","500916","Pintura imobiliária completa: preparação de superfície, massa corrida, selador e tinta de qualidade. Resultado garantido."
"200917","500917","Limpeza residencial especializada em apartamentos. Atendo com produtos inclusos e horário flexível."
"200918","500918","Chef de cozinha com 9 anos de experiência. Preparo de refeições para eventos, diárias e marmitas."
"200919","500919","Pintor profissional com 5 anos de experiência em residências e comércios. Acabamento impecável e prazo cumprido."
"200920","500920","Chef de cozinha com 16 anos de experiência. Preparo de refeições para eventos, diárias e marmitas."
"200921","500921","Doceira profissional especializada em bolos, tortas e doces finos para casamentos e eventos."
"200922","500922","Pintura imobiliária completa: preparação de superfície, massa corrida, selador e tinta de qualidade. Resultado garantido."
"200923","500923","Especialista em manutenção de notebooks e desktops. Troca de tela, teclado, HD e memória com garantia."
"200924","500924","Ofereço transporte executivo e escolar. Veículo próprio, ar-condicionado e CNH válida."
"200925","500925","Realizo instalação e manutenção de sistemas hidráulicos, caixas d'água, bombas e filtros."
"200926","500926","Pintura imobiliária completa: preparação de superfície, massa corrida, selador e tinta de qualidade. Resultado garantido."
"200927","500927","Especialista em reformas de banheiros e cozinhas. Acabamento fino e entrega no prazo combinado."
"200928","500928","Trabalho com pintura predial, residencial e industrial. Uso materiais de primeira linha e garanto o serviço."
"200929","500929","Vigilante armado certificado pela PF. Experiência em bancos, shoppings e transporte de valores."
"200930","500930","Suporte técnico em TI para empresas e residências. Configuração de redes, servidores e equipamentos."
"200931","500931","Trabalho com limpeza de escritórios, condomínios e residências. Seriedade, eficiência e preço justo."
"200932","500932","Aulas particulares de português e redação para concursos, ENEM e reforço escolar. Metodologia aprovada."
"200933","500933","Motorista experiente para executivos e eventos. Veículo próprio de alto padrão e total sigilo."
"200934","500934","Realizo pequenas e grandes reformas com responsabilidade e qualidade. 14 anos atendendo na região."
"200935","500935","Cuidado de pets em domicílio: alimentação, higiene e companhia enquanto você viaja ou trabalha."
"200936","500936","Tutoria em matemática e ciências para ensino fundamental. Paciência, didática e resultados comprovados."
"200937","500937","Trabalho com hidráulica residencial e comercial. Atendo emergências 24h e cobro preço justo pelo serviço."
"200938","500938","Realizo instalação e manutenção de sistemas hidráulicos, caixas d'água, bombas e filtros."
"200939","500939","Realizo pintura interna e externa, textura, grafiato e pintura epóxi para pisos. Orçamento sem compromisso."
"200940","500940","Aulas particulares de português e redação para concursos, ENEM e reforço escolar. Metodologia aprovada."
"200941","500941","Trabalho com limpeza de escritórios, condomínios e residências. Seriedade, eficiência e preço justo."
"200942","500942","Técnico certificado em redes e segurança da informação. Configuração de firewalls, VPN e backup em nuvem."
"200943","500943","Especialista em detecção de vazamentos e reparos de tubulação sem quebra. Tecnologia e experiência de 9 anos."
"200944","500944","Cuido de jardins residenciais e condomínios. Aplicação de fertilizantes, controle de pragas e irrigação."
"200945","500945","Vigilante patrimonial com 16 anos de experiência e curso de formação atualizado. Atuação em condomínios e empresas."
"200946","500946","Pedreiro com 19 anos de experiência em reformas residenciais. Assentamento de pisos, revestimentos e alvenaria."
"200947","500947","Aulas particulares de português e redação para concursos, ENEM e reforço escolar. Metodologia aprovada."
"200948","500948","Especialista em jardinagem orgânica e hortas urbanas. Crio espaços verdes bonitos e sustentáveis."
"200949","500949","Realizo instalações elétricas, troca de fiação, quadros de distribuição e reparos em geral. Atendimento rápido e seguro."
"200950","500950","Professor de educação física e personal trainer. Aulas de natação, musculação e condicionamento físico."
"200951","500951","Pintor com especialização em texturas e efeitos decorativos. Transforme seu ambiente com qualidade e criatividade."
"200952","500952","Trabalho com construção civil e reformas em geral. Equipe experiente e materiais de qualidade."
"200953","500953","Realizo pintura interna e externa, textura, grafiato e pintura epóxi para pisos. Orçamento sem compromisso."
"200954","500954","Tutoria em matemática e ciências para ensino fundamental. Paciência, didática e resultados comprovados."
"200955","500955","Aulas de música: violão, teclado e teoria musical. Atendo crianças, jovens e adultos em domicílio."
"200956","500956","Realizo formatação de computadores, instalação de sistemas e limpeza de vírus. Atendimento domiciliar rápido."
"200957","500957","Trabalho com construção civil e reformas em geral. Equipe experiente e materiais de qualidade."
"200958","500958","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200959","500959","Trabalho com paisagismo e manutenção de áreas verdes. Projeto e execução com plantas nativas e exóticas."
"200960","500960","Motorista experiente para executivos e eventos. Veículo próprio de alto padrão e total sigilo."
"200961","500961","Eletricista com experiência em energia solar e automação residencial. Atendo toda a cidade e região."
"200962","500962","Adestrador de cães com certificação internacional. Correção de comportamento e obediência básica."
"200963","500963","Trabalho com construção civil e reformas em geral. Equipe experiente e materiais de qualidade."
"200964","500964","Trabalho com limpeza de escritórios, condomínios e residências. Seriedade, eficiência e preço justo."
"200965","500965","Aulas particulares de português e redação para concursos, ENEM e reforço escolar. Metodologia aprovada."
"200966","500966","Manutenção de gramados, jardins e piscinas. Serviço semanal ou mensal com preço acessível."
"200967","500967","Doceira profissional especializada em bolos, tortas e doces finos para casamentos e eventos."
"200968","500968","Cuido de jardins residenciais e condomínios. Aplicação de fertilizantes, controle de pragas e irrigação."
"200969","500969","Realizo reformas completas: banheiros, cozinhas, fachadas e ampliações. Orçamento detalhado e prazo definido."
"200970","500970","Cozinheira profissional que atende residências, festas e empresas. Cardápio variado e sob medida."
"200971","500971","Motorista particular disponível em tempo integral. Habilitação E, experiência com vans e micro-ônibus."
"200972","500972","Especialista em jardinagem orgânica e hortas urbanas. Crio espaços verdes bonitos e sustentáveis."
"200973","500973","Trabalho como cuidadora de idosos e pessoas com necessidades especiais. Curso técnico e referências."
"200974","500974","Serviços hidráulicos em geral: desentupimento, troca de registros, instalação de aquecedores e reparos de tubulação."
"200975","500975","Trabalho como cuidadora de idosos e pessoas com necessidades especiais. Curso técnico e referências."
"200976","500976","Vigilante patrimonial com 18 anos de experiência e curso de formação atualizado. Atuação em condomínios e empresas."
"200977","500977","Limpeza residencial especializada em apartamentos. Atendo com produtos inclusos e horário flexível."
"200978","500978","Vigilante patrimonial com 2 anos de experiência e curso de formação atualizado. Atuação em condomínios e empresas."
"200979","500979","Realizo formatação de computadores, instalação de sistemas e limpeza de vírus. Atendimento domiciliar rápido."
"200980","500980","Eletricista com experiência em energia solar e automação residencial. Atendo toda a cidade e região."
"200981","500981","Realizo limpeza doméstica completa, incluindo faxina, organização e higienização de ambientes. Trabalho com zelo e responsabilidade."
"200982","500982","Ofereço cuidados diurnos e noturnos para idosos. Experiência em pacientes com Alzheimer e doenças crônicas."
"200983","500983","Doceira profissional especializada em bolos, tortas e doces finos para casamentos e eventos."
"200984","500984","Profissional de segurança com treinamento em primeiros socorros e defesa pessoal. Disponível 12x36."
"200985","500985","Trabalho com limpeza de escritórios, condomínios e residências. Seriedade, eficiência e preço justo."
"200986","500986","Técnico em informática com 2 anos de experiência. Manutenção, formatação, redes e suporte remoto."
"200987","500987","Motorista particular disponível em tempo integral. Habilitação E, experiência com vans e micro-ônibus."
"200988","500988","Motorista de aplicativo e particular. Atendo aeroporto, hospitais e viagens intermunicipais."
"200989","500989","Motorista particular disponível em tempo integral. Habilitação E, experiência com vans e micro-ônibus."
"200990","500990","Banho e tosa profissional a domicílio. Equipamentos próprios e produtos de qualidade para seu pet."
"200991","500991","Instalação de tomadas, lâmpadas, ventiladores, ar-condicionado e quadros elétricos. Serviço rápido e com garantia."
"200992","500992","Realizo pintura interna e externa, textura, grafiato e pintura epóxi para pisos. Orçamento sem compromisso."
"200993","500993","Trabalho com paisagismo e manutenção de áreas verdes. Projeto e execução com plantas nativas e exóticas."
"200994","500994","Veterinário com visita domiciliar para consultas, vacinas e exames básicos. Atendimento carinhoso."
"200995","500995","Mestre de obras com experiência em projetos residenciais e comerciais. Reformas com acompanhamento diário."
"200996","500996","Cozinheira profissional que atende residências, festas e empresas. Cardápio variado e sob medida."
"200997","500997","Jardineiro com formação técnica em paisagismo. Atendo residências, empresas e condomínios."
"200998","500998","Vigilante patrimonial com 4 anos de experiência e curso de formação atualizado. Atuação em condomínios e empresas."
"200999","500999","Especialista em manutenção de notebooks e desktops. Troca de tela, teclado, HD e memória com garantia."
"201000","501000","Motorista experiente para executivos e eventos. Veículo próprio de alto padrão e total sigilo."
