"id","solicitacao_id","cliente_id","prestador_id","nota","comentario","criado_em"
"200892","400892","600049","200732","5","Muito bom mesmo!","2026-05-03 18:50:45"
"200679","400679","600056","200047","5","Trabalho impecável, superou minhas expectativas.","2026-05-03 21:47:53"
"200688","400688","601010","200062","4","Cumpriu tudo o que prometeu. Excelente!","2026-05-03 22:35:46"
"200968","400968","601255","200753","5","Ótimo serviço! Ficou melhor do que esperava.","2026-05-03 23:16:24"
"200269","400269","600259","200254","3","Atendeu às expectativas.","2026-05-04 02:03:03"
"200470","400470","600019","200488","5","Adorei o resultado final! Muito profissional.","2026-05-04 03:03:35"
"200410","400410","600559","200626","5","Incrível, superou tudo.","2026-05-04 03:37:18"
"200025","400025","600721","200702","4","Serviço impecável. Pontual e prestativo.","2026-05-04 03:54:18"
"200533","400533","601164","200825","5","Adorei o resultado final! Muito profissional.","2026-05-04 05:25:47"
"200030","400030","600686","200425","4","mt bom","2026-05-04 12:21:57"
"200950","400950","600156","200045","5","Perfeito, amei!","2026-05-04 14:00:31"
"200608","400608","600120","200982","5","Resolveu tudo rapidinho e com muita qualidade.","2026-05-04 21:18:52"
"200795","400795","600845","200066","5","Resolveu tudo rapidinho e com muita qualidade.","2026-05-04 23:06:28"
"200291","400291","601195","200698","1","Péssimo atendimento.","2026-05-05 02:49:39"
"200770","400770","600251","200503","5","Trabalho impecável, superou minhas expectativas.","2026-05-05 10:25:44"
"200502","400502","600597","200225","3","Dentro do esperado.","2026-05-05 14:04:26"
"200713","400713","600859","200074","5","Trabalho impecável, superou minhas expectativas.","2026-05-06 00:49:08"
"200145","400145","600179","200045","4","Muito bom mesmo!","2026-05-06 01:05:57"
"200252","400252","600327","200248","5","Ótimo atendimento, serviço entregue no prazo.","2026-05-06 02:48:36"
"200562","400562","600453","200697","5","Top demais!","2026-05-06 06:50:16"
"200323","400323","600347","200204","5","","2026-05-06 19:51:45"
"200370","400370","600669","200683","4","","2026-05-07 04:49:51"
"200571","400571","601480","200830","3","Normal, sem nada a destacar.","2026-05-07 05:31:22"
"200251","400251","600374","200504","3","","2026-05-07 20:44:04"
"200402","400402","600730","200080","5","Muito bom mesmo!","2026-05-07 22:47:34"
"200810","400810","601299","200393","4","Resolveu tudo rapidinho e com muita qualidade.","2026-05-07 23:26:47"
"200554","400554","601468","200552","4","Excelente profissional, super recomendo!","2026-05-07 23:47:49"
"200078","400078","600228","200062","5","Incrível, superou tudo.","2026-05-08 00:16:24"
"200216","400216","601140","200537","1","Resultado final deixou a desejar.","2026-05-08 02:01:32"
"200812","400812","600171","200040","4","Trabalho feito com muito cuidado e dedicação.","2026-05-08 11:43:40"
"200143","400143","600788","200342","5","mt bom","2026-05-08 17:48:54"
"200476","400476","600654","200535","4","Incrível, superou tudo.","2026-05-08 21:28:43"
"200367","400367","600413","200178","4","Resolveu tudo rapidinho e com muita qualidade.","2026-05-08 22:43:44"
"200065","400065","600100","200187","3","Serviço mediano, mas resolveu o problema.","2026-05-09 04:46:36"
"200937","400937","601440","200309","5","Muito satisfeito com o resultado. Recomendo.","2026-05-09 05:57:51"
"200254","400254","600782","200577","5","","2026-05-09 06:32:01"
"200148","400148","600842","200865","3","Normal, sem nada a destacar.","2026-05-09 07:38:03"
"200779","400779","600681","200898","5","Fez um serviço excelente com um ótimo preço.","2026-05-09 07:56:35"
"200300","400300","600224","200473","2","Deixou o ambiente sujo após o trabalho.","2026-05-09 08:43:55"
"200565","400565","600520","200825","4","Fez um serviço excelente com um ótimo preço.","2026-05-09 11:56:56"
"200529","400529","600547","200632","5","Trabalho impecável, superou minhas expectativas.","2026-05-09 14:25:45"
"200087","400087","600955","200231","5","Trabalho feito com muito cuidado e dedicação.","2026-05-09 15:06:27"
"200657","400657","601433","200720","1","Não recomendo, fui mal atendido.","2026-05-09 18:19:14"
"200156","400156","601006","200822","4","Serviço impecável. Pontual e prestativo.","2026-05-09 19:11:34"
"200991","400991","600958","200552","5","","2026-05-09 22:50:19"
"200279","400279","600296","200656","5","Serviço de ótima qualidade, voltarei a contratar.","2026-05-10 10:34:27"
"200979","400979","600119","200798","5","Profissional sério e comprometido. Recomendo a todos.","2026-05-10 11:07:51"
"200684","400684","600364","200039","5","","2026-05-10 11:47:28"
"200345","400345","600601","200863","5","Serviço impecável. Pontual e prestativo.","2026-05-10 12:05:44"
"200037","400037","600886","200064","5","Adorei o resultado final! Muito profissional.","2026-05-10 19:11:22"
"200880","400880","600981","200749","5","Muito bom mesmo!","2026-05-10 19:51:43"
"200038","400038","600043","200358","5","Top demais!","2026-05-10 20:59:38"
"200103","400103","600184","200692","1","Preço não condizente com a qualidade entregue.","2026-05-10 22:29:08"
"200749","400749","601336","200246","5","","2026-05-11 00:08:34"
"200837","400837","600300","200046","4","Melhor profissional que já contratei nessa área.","2026-05-11 02:34:28"
"200545","400545","600155","200674","4","Melhor profissional que já contratei nessa área.","2026-05-11 03:39:02"
"200307","400307","601439","200757","5","Muito pontual e educado. Ficou perfeito!","2026-05-11 04:37:23"
"200217","400217","600209","200425","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-05-11 11:17:26"
"200879","400879","601455","200683","3","Foi ok, mas poderia ser melhor.","2026-05-11 12:09:17"
"200072","400072","600871","200045","5","Cumpriu tudo o que prometeu. Excelente!","2026-05-11 19:59:42"
"200863","400863","600447","200493","5","Melhor profissional que já contratei nessa área.","2026-05-11 22:44:58"
"200131","400131","600807","200273","5","mt bom","2026-05-12 00:34:48"
"200617","400617","600208","200637","5","Profissional dedicado e competente. Nota 10!","2026-05-12 02:09:21"
"200453","400453","600108","200760","5","Ótimo serviço! Ficou melhor do que esperava.","2026-05-12 06:16:06"
"200673","400673","600685","200995","5","Melhor profissional que já contratei nessa área.","2026-05-12 08:42:47"
"200177","400177","600260","200670","5","","2026-05-12 11:50:40"
"200031","400031","600336","200906","5","Muito pontual e educado. Ficou perfeito!","2026-05-12 20:36:41"
"200158","400158","601176","200393","5","Trabalho feito com muito cuidado e dedicação.","2026-05-12 23:18:27"
